GWBASIN,SITENUM,YEAR,LAT,LONG,BFI,PRECIP_MM,TEMP_C,AREA_KM2,SLOPE_DEGREES,ELEV_FT,ET_MM,SOIL_A_PERCENT,SOIL_B_PERCENT,SOIL_C_PERCENT,SOIL_D_PERCENT,SOIL_A_D_PERCENT,SOIL_B_D_PERCENT,SOIL_C_D_PERCENT,LC_UNCLASSIFIED_PERCENT,LC_OPEN_WATER_PERCENT,LC_DEVELOPED_OPEN_SPACE_PERCENT,LC_DEVELOPED_LOW_INTENSITY_PERCENT,LC_DEVELOPED_MEDIUM_INTENSITY_PERCENT,LC_DEVELOPED_HIGH_INTENSITY_PERCENT,LC_BARREN_LAND_PERCENT,LC_DECIDUOUS_FOREST_PERCENT,LC_EVERGREEN_FOREST_PERCENT,LC_MIXED_FOREST_PERCENT,LC_SHRUB_PERCENT,LC_HERBACEOUS_PERCENT,LC_HAY_PASTURE_PERCENT,LC_CULTIVATED_CROPS_PERCENT,LC_WOODY_WETLANDS_PERCENT,LC_EMERGENT_HERBACEOUS_WETLANDS_PERCENT,KARST_PERCENT,IGNEOUS_INTRUSIVE_PERCENT,SEDIMENTARY_CLASTIC_PERCENT,METAMORPHIC_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT,IGNEOUS_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT,METAMORPHIC_SCHIST_PERCENT,SEDIMENTARY_UNDIFFERENTIATED_PERCENT,IGNEOUS_VOLCANIC_PERCENT,METAMORPHIC_UNDIFFERENTIATED_PERCENT,UNCONSOLIDATED_UNDIFFERENTIATED_PERCENT,IGNEOUS_UNDIFFERENTIATED_PERCENT,METAMORPHIC_GNEISS_PERCENT,METAMORPHIC_VOLCANIC_PERCENT,METAMORPHIC_SEDIMENTARY_CLASTIC_PERCENT,ASPECT_FLAT_PERCENT,ASPECT_NORTH_PERCENT,ASPECT_SOUTH_PERCENT
MORENCI,9447000,2007,33.0645062,-109.4422978,0.684,552.6,13.14,5958.669283,16.6869202,3682.123,455.38775634765625,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9447000,2008,33.0645062,-109.4422978,0.412,539.7,12.7,5958.669283,16.6869202,3682.123,467.7779846191406,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9447000,2009,33.0645062,-109.4422978,0.782,344.4,12.91,5958.669283,16.6869202,3682.123,342.5093994140625,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9447000,2010,33.0645062,-109.4422978,0.456,542.44,12.57,5958.669283,16.6869202,3682.123,459.5634765625,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9447000,2011,33.0645062,-109.4422978,0.819,417.78,12.93,5958.669283,16.6869202,3682.123,421.5395202636719,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9444500,1914,33.04950776,-109.2959047,0.256,609.93,11.82,5958.669283,16.6869202,3442.811,446.0434476412259,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9444200,2022,33.29089456,-109.1961832,0.237,540.23,12.97,5958.669283,16.6869202,4182.758,465.0988159179687,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9445000,1946,33.41283295,-109.719531,0.663,431.59,11.94,5958.669283,16.6869202,5965.547,446.0434476412259,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9445000,1947,33.41283295,-109.719531,0.788,361.27,11.63,5958.669283,16.6869202,5965.547,446.0434476412259,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9445000,1948,33.41283295,-109.719531,0.79,384.26,11.56,5958.669283,16.6869202,5965.547,446.0434476412259,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9445000,1949,33.41283295,-109.719531,0.561,495.44,11.26,5958.669283,16.6869202,5965.547,446.0434476412259,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9445000,1950,33.41283295,-109.719531,0.6,256.36,12.53,5958.669283,16.6869202,5965.547,446.0434476412259,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9444200,1968,33.29089456,-109.1961832,0.577,416.15,11.2,5958.669283,16.6869202,4182.758,462.6672973632813,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9444200,1969,33.29089456,-109.1961832,0.546,426.58,12.1,5958.669283,16.6869202,4182.758,379.7016296386719,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9444200,1970,33.29089456,-109.1961832,0.616,355.18,11.79,5958.669283,16.6869202,4182.758,308.4029846191406,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9446000,1958,33.35422488,-109.5256375,0.377,640.6,12.22,5958.669283,16.6869202,4970.689,525.42535400390625,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9446000,1959,33.35422488,-109.5256375,0.204,522.12,12.15,5958.669283,16.6869202,4970.689,446.6291198730469,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9446000,1960,33.35422488,-109.5256375,0.329,387.33,11.7,5958.669283,16.6869202,4970.689,361.7679138183594,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9446000,1961,33.35422488,-109.5256375,0.314,510.67,11.72,5958.669283,16.6869202,4970.689,474.8515625,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9446000,1962,33.35422488,-109.5256375,0.509,441.71,12,5958.669283,16.6869202,4970.689,443.21185302734375,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9446000,1963,33.35422488,-109.5256375,0.282,497.34,11.97,5958.669283,16.6869202,4970.689,391.1090087890625,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9446000,1964,33.35422488,-109.5256375,0.273,416.95,10.84,5958.669283,16.6869202,4970.689,474.6893310546875,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9446000,1965,33.35422488,-109.5256375,0.233,609.53,11.53,5958.669283,16.6869202,4970.689,477.38720703125,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9446000,1966,33.35422488,-109.5256375,0.543,401.29,11.78,5958.669283,16.6869202,4970.689,454.3265686035156,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9444200,1999,33.29089456,-109.1961832,0.397,446.81,12.86,5958.669283,16.6869202,4182.758,412.9150085449219,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9444200,2000,33.29089456,-109.1961832,0.25,460.92,13.32,5958.669283,16.6869202,4182.758,425.3194274902344,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9444200,2001,33.29089456,-109.1961832,0.558,456.17,12.67,5958.669283,16.6869202,4182.758,404.7674560546875,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9444200,2002,33.29089456,-109.1961832,0.4,406.81,13.34,5958.669283,16.6869202,4182.758,366.3043823242187,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9444200,2003,33.29089456,-109.1961832,0.475,428.88,13.48,5958.669283,16.6869202,4182.758,344.48486328125,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9447000,1955,33.0645062,-109.4422978,0.545,407.41,11.48,5958.669283,16.6869202,3682.123,446.0434476412259,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9447000,1956,33.0645062,-109.4422978,0.785,259.98,11.92,5958.669283,16.6869202,3682.123,446.0434476412259,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9447000,1957,33.0645062,-109.4422978,0.569,592.71,11.9,5958.669283,16.6869202,3682.123,446.0434476412259,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9447000,1958,33.0645062,-109.4422978,0.345,640.6,12.22,5958.669283,16.6869202,3682.123,525.42535400390625,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9447000,1959,33.0645062,-109.4422978,0.344,522.12,12.15,5958.669283,16.6869202,3682.123,446.6291198730469,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9447000,1960,33.0645062,-109.4422978,0.422,387.33,11.7,5958.669283,16.6869202,3682.123,361.7679138183594,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9447000,1961,33.0645062,-109.4422978,0.529,510.67,11.72,5958.669283,16.6869202,3682.123,474.8515625,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9445500,1960,33.3792231,-109.6506401,0.311,387.33,11.7,5958.669283,16.6869202,5830.161,361.7679138183594,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9444500,1961,33.04950776,-109.2959047,0.397,510.67,11.72,5958.669283,16.6869202,3442.811,474.8515625,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9444500,1962,33.04950776,-109.2959047,0.409,441.71,12,5958.669283,16.6869202,3442.811,443.21185302734375,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9444500,1963,33.04950776,-109.2959047,0.445,497.34,11.97,5958.669283,16.6869202,3442.811,391.1090087890625,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9444500,1964,33.04950776,-109.2959047,0.484,416.95,10.84,5958.669283,16.6869202,3442.811,474.6893310546875,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9444500,1965,33.04950776,-109.2959047,0.264,609.53,11.53,5958.669283,16.6869202,3442.811,477.38720703125,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9444500,1966,33.04950776,-109.2959047,0.472,401.29,11.78,5958.669283,16.6869202,3442.811,454.3265686035156,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9444500,1967,33.04950776,-109.2959047,0.307,589.47,11.73,5958.669283,16.6869202,3442.811,424.3828125,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9444500,1968,33.04950776,-109.2959047,0.554,416.15,11.2,5958.669283,16.6869202,3442.811,462.6672973632813,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9446000,1948,33.35422488,-109.5256375,0.789,384.26,11.56,5958.669283,16.6869202,4970.689,446.0434476412259,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9447000,1972,33.0645062,-109.4422978,0.381,574.06,12.18,5958.669283,16.6869202,3682.123,467.6895446777344,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9447000,1973,33.0645062,-109.4422978,0.546,396.23,11.24,5958.669283,16.6869202,3682.123,397.6266784667969,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9447000,1974,33.0645062,-109.4422978,0.822,447.58,11.88,5958.669283,16.6869202,3682.123,384.3933715820313,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9447000,1975,33.0645062,-109.4422978,0.724,462.41,10.99,5958.669283,16.6869202,3682.123,420.2680969238281,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9447000,1976,33.0645062,-109.4422978,0.803,407.95,11.15,5958.669283,16.6869202,3682.123,367.2419128417969,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9447000,1977,33.0645062,-109.4422978,0.79,430.43,12.27,5958.669283,16.6869202,3682.123,488.5905151367187,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9447000,1978,33.0645062,-109.4422978,0.234,721.04,12.03,5958.669283,16.6869202,3682.123,514.9560546875,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9447000,1979,33.0645062,-109.4422978,0.423,483.96,11.28,5958.669283,16.6869202,3682.123,465.5484924316406,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9445000,1953,33.41283295,-109.719531,0.738,283.4,11.82,5958.669283,16.6869202,5965.547,446.0434476412259,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
MORENCI,9445000,1954,33.41283295,-109.719531,0.698,442.04,12.71,5958.669283,16.6869202,5965.547,446.0434476412259,0.0022447,0.2001434,0.396076,0.3527621,0,0,0.0010885,0,5e-4,0.0027,0.001,7e-4,1e-4,0.0078,5e-4,0.383,2e-4,0.2694,0.0267,0,0,0.002,8e-4,0.0171,0.0253,0.2426,0.0018,0,0,0.0153,0.6801,0.0017,0.033,0,0,0,0,3e-4,0.3179,0.3767
